,utcTimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,Svid,TimeOffsetNanos,State,ReceivedSvTimeNanos,ReceivedSvTimeUncertaintyNanos,Cn0DbHz,PseudorangeRateMetersPerSecond,PseudorangeRateUncertaintyMetersPerSecond,AccumulatedDeltaRangeState,AccumulatedDeltaRangeMeters,AccumulatedDeltaRangeUncertaintyMeters,CarrierFrequencyHz,CarrierCycles,CarrierPhase,CarrierPhaseUncertainty,MultipathIndicator,SnrInDb,ConstellationType,AgcDb,BasebandCn0DbHz,FullInterSignalBiasNanos,FullInterSignalBiasUncertaintyNanos,SatelliteInterSignalBiasNanos,SatelliteInterSignalBiasUncertaintyNanos,CodeType,ChipsetElapsedRealtimeNanos,Constellation,SvName
620,1713027089417,332307412000000,18,0.0,-1396730000005344230,-0.7710647583007812,22.58744279970415,-124.066402983085,13.254840582521268,6,10,0.0,81935,579107341323382,16,26.4,358.2882080078125,1.0929999351501465,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.7,21.4,-7861.5380859375,6.015998363494873,,,Q,338303116431403,G,G10
621,1713027089417,332307412000000,18,0.0,-1396730000005344230,-0.7710647583007812,22.58744279970415,-124.066402983085,13.254840582521268,6,27,0.0,81935,579107343471543,9,31.5,536.6423950195312,0.7459999918937683,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.7,26.5,-7861.5380859375,6.015998363494873,,,Q,338303116431403,G,G27
622,1713027089417,332307412000000,18,0.0,-1396730000005344230,-0.7710647583007812,22.58744279970415,-124.066402983085,13.254840582521268,6,32,0.0,81935,579107345809047,16,26.4,240.1499481201172,1.0989999771118164,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.7,21.4,-7861.5380859375,6.015998363494873,,,Q,338303116431403,G,G32
639,1713027090417,332308412000000,18,0.0,-1396730000005344366,-0.2524223327636719,20.50250805041287,-131.84467477008764,10.780750577679497,6,02,0.0,16399,579108340816253,10,44.0,-500.8418273925781,0.049399107694625854,16,0.0,0.0,1575420030,,,,0,0.0,1,-57.4,39.0,0.0,0.0,,,C,338304116003381,G,G02
640,1713027090417,332308412000000,18,0.0,-1396730000005344366,-0.2524223327636719,20.50250805041287,-131.84467477008764,10.780750577679497,6,03,0.0,16399,579108337111566,11,43.1,-499.5289611816406,0.02469833754003048,16,0.0,0.0,1575420030,,,,0,0.0,1,-57.4,38.1,0.0,0.0,,,C,338304116003381,G,G03
641,1713027090417,332308412000000,18,0.0,-1396730000005344366,-0.2524223327636719,20.50250805041287,-131.84467477008764,10.780750577679497,6,08,0.0,16399,579108346842080,6,48.0,171.70761108398438,0.03830587491393089,16,0.0,0.0,1575420030,,,,0,0.0,1,-57.4,43.0,0.0,0.0,,,C,338304116003381,G,G08
642,1713027090417,332308412000000,18,0.0,-1396730000005344366,-0.2524223327636719,20.50250805041287,-131.84467477008764,10.780750577679497,6,10,0.0,16399,579108341314321,27,34.1,360.70166015625,0.6019999980926514,16,0.0,0.0,1575420030,,,,0,0.0,1,-57.4,29.1,0.0,0.0,,,C,338304116003381,G,G10
643,1713027090417,332308412000000,18,0.0,-1396730000005344366,-0.2524223327636719,20.50250805041287,-131.84467477008764,10.780750577679497,6,21,0.0,16399,579108344947470,10,44.4,-343.52276611328125,0.043399106711149216,16,0.0,0.0,1575420030,,,,0,0.0,1,-57.4,39.4,0.0,0.0,,,C,338304116003381,G,G21
644,1713027090417,332308412000000,18,0.0,-1396730000005344366,-0.2524223327636719,20.50250805041287,-131.84467477008764,10.780750577679497,6,27,0.0,16399,579108343461877,11,43.4,539.1243286132812,0.04569833725690842,16,0.0,0.0,1575420030,,,,0,0.0,1,-57.4,38.4,0.0,0.0,,,C,338304116003381,G,G27
645,1713027090417,332308412000000,18,0.0,-1396730000005344366,-0.2524223327636719,20.50250805041287,-131.84467477008764,10.780750577679497,6,28,0.0,16399,579108337705031,21,36.5,-505.6134338378906,0.6329720616340637,16,0.0,0.0,1575420030,,,,0,0.0,1,-57.4,31.5,0.0,0.0,,,C,338304116003381,G,G28
646,1713027090417,332308412000000,18,0.0,-1396730000005344366,-0.2524223327636719,20.50250805041287,-131.84467477008764,10.780750577679497,6,32,0.0,16399,579108345800383,10,44.8,242.4367828369141,0.04189910739660263,16,0.0,0.0,1575420030,,,,0,0.0,1,-57.4,39.8,0.0,0.0,,,C,338304116003381,G,G32
669,1713027090417,332308412000000,18,0.0,-1396730000005344366,-0.2524223327636719,20.50250805041287,-131.84467477008764,10.780750577679497,6,03,0.0,81935,579108337119363,6,35.3,-499.07568359375,3.15295672416687,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.71,30.299999999999997,-7861.5380859375,6.016079425811768,,,Q,338304116003381,G,G03
670,1713027090417,332308412000000,18,0.0,-1396730000005344366,-0.2524223327636719,20.50250805041287,-131.84467477008764,10.780750577679497,6,08,0.0,81935,579108346849915,5,37.1,171.54226684570312,0.060045309364795685,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.71,32.1,-7861.5380859375,6.016079425811768,,,Q,338304116003381,G,G08
671,1713027090417,332308412000000,18,0.0,-1396730000005344366,-0.2524223327636719,20.50250805041287,-131.84467477008764,10.780750577679497,6,10,0.0,81935,579108341322184,11,29.0,360.2120056152344,3.224287986755371,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.71,24.0,-7861.5380859375,6.016079425811768,,,Q,338304116003381,G,G10
672,1713027090417,332308412000000,18,0.0,-1396730000005344366,-0.2524223327636719,20.50250805041287,-131.84467477008764,10.780750577679497,6,27,0.0,81935,579108343469748,7,34.7,539.6050415039062,3.152445077896118,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.71,29.700000000000003,-7861.5380859375,6.016079425811768,,,Q,338304116003381,G,G27
673,1713027090417,332308412000000,18,0.0,-1396730000005344366,-0.2524223327636719,20.50250805041287,-131.84467477008764,10.780750577679497,6,28,0.0,81935,579108337712859,30,21.9,-506.1394653320313,3.1069998741149902,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.71,16.9,-7861.5380859375,6.016079425811768,,,Q,338304116003381,G,G28
674,1713027090417,332308412000000,18,0.0,-1396730000005344366,-0.2524223327636719,20.50250805041287,-131.84467477008764,10.780750577679497,6,32,0.0,81935,579108345808253,11,29.4,242.82530212402344,3.230288028717041,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.71,24.4,-7861.5380859375,6.016079425811768,,,Q,338304116003381,G,G32
691,1713027091417,332309412000000,18,0.0,-1396730000005344486,-0.147165298461914,19.901261111954227,-121.63428779204918,10.591844033583282,6,02,0.0,16399,579109340817921,8,46.0,-501.826416015625,0.04820025712251663,16,0.0,0.0,1575420030,,,,0,0.0,1,-55.92,41.0,0.0,0.0,,,C,338305107288953,G,G02
692,1713027091417,332309412000000,18,0.0,-1396730000005344486,-0.147165298461914,19.901261111954227,-121.63428779204918,10.591844033583282,6,03,0.0,16399,579109337113216,10,44.9,-500.48187255859375,0.023899104446172714,16,0.0,0.0,1575420030,,,,0,0.0,1,-55.92,39.9,0.0,0.0,,,C,338305107288953,G,G03
693,1713027091417,332309412000000,18,0.0,-1396730000005344486,-0.147165298461914,19.901261111954227,-121.63428779204918,10.591844033583282,6,08,0.0,16399,579109346841501,6,49.3,170.82083129882812,0.037792082875967026,16,0.0,0.0,1575420030,,,,0,0.0,1,-55.92,44.3,0.0,0.0,,,C,338305107288953,G,G08
694,1713027091417,332309412000000,18,0.0,-1396730000005344486,-0.147165298461914,19.901261111954227,-121.63428779204918,10.591844033583282,6,10,0.0,16399,579109341313092,24,35.8,359.3114929199219,0.11800329387187958,16,0.0,0.0,1575420030,,,,0,0.0,1,-55.92,30.799999999999997,0.0,0.0,,,C,338305107288953,G,G10
695,1713027091417,332309412000000,18,0.0,-1396730000005344486,-0.147165298461914,19.901261111954227,-121.63428779204918,10.591844033583282,6,21,0.0,16399,579109344948620,9,45.6,-344.48492431640625,0.042809195816516876,16,0.0,0.0,1575420030,,,,0,0.0,1,-55.92,40.6,0.0,0.0,,,C,338305107288953,G,G21
696,1713027091417,332309412000000,18,0.0,-1396730000005344486,-0.147165298461914,19.901261111954227,-121.63428779204918,10.591844033583282,6,27,0.0,16399,579109343460088,9,45.2,538.1806030273438,0.04430919513106346,16,0.0,0.0,1575420030,,,,0,0.0,1,-55.92,40.2,0.0,0.0,,,C,338305107288953,G,G27
697,1713027091417,332309412000000,18,0.0,-1396730000005344486,-0.147165298461914,19.901261111954227,-121.63428779204918,10.591844033583282,6,28,0.0,16399,579109337706722,17,38.5,-506.5655517578125,0.03379437327384949,16,0.0,0.0,1575420030,,,,0,0.0,1,-55.92,33.5,0.0,0.0,,,C,338305107288953,G,G28
698,1713027091417,332309412000000,18,0.0,-1396730000005344486,-0.147165298461914,19.901261111954227,-121.63428779204918,10.591844033583282,6,32,0.0,16399,579109345799571,9,45.7,241.53536987304688,0.04130919650197029,16,0.0,0.0,1575420030,,,,0,0.0,1,-55.92,40.7,0.0,0.0,,,C,338305107288953,G,G32
724,1713027091417,332309412000000,18,0.0,-1396730000005344486,-0.147165298461914,19.901261111954227,-121.63428779204918,10.591844033583282,6,03,0.0,81935,579109337121028,6,36.5,-500.49029541015625,0.08258473873138428,16,0.0,0.0,1176450050,,,,0,0.0,1,-37.58,31.5,-7861.53955078125,6.016160488128662,,,Q,338305107288953,G,G03
725,1713027091417,332309412000000,18,0.0,-1396730000005344486,-0.147165298461914,19.901261111954227,-121.63428779204918,10.591844033583282,6,08,0.0,81935,579109346849345,4,39.0,170.82174682617188,0.054974231868982315,16,0.0,0.0,1176450050,,,,0,0.0,1,-37.58,34.0,-7861.53955078125,6.016160488128662,,,Q,338305107288953,G,G08
726,1713027091417,332309412000000,18,0.0,-1396730000005344486,-0.147165298461914,19.901261111954227,-121.63428779204918,10.591844033583282,6,10,0.0,81935,579109341320974,10,30.8,359.22900390625,0.8567315936088562,16,0.0,0.0,1176450050,,,,0,0.0,1,-37.58,25.8,-7861.53955078125,6.016160488128662,,,Q,338305107288953,G,G10
727,1713027091417,332309412000000,18,0.0,-1396730000005344486,-0.147165298461914,19.901261111954227,-121.63428779204918,10.591844033583282,6,27,0.0,81935,579109343467953,6,35.8,538.1602783203125,0.07402034848928452,16,0.0,0.0,1176450050,,,,0,0.0,1,-37.58,30.799999999999997,-7861.53955078125,6.016160488128662,,,Q,338305107288953,G,G27
728,1713027091417,332309412000000,18,0.0,-1396730000005344486,-0.147165298461914,19.901261111954227,-121.63428779204918,10.591844033583282,6,28,0.0,81935,579109337714517,18,25.9,-506.4707336425781,1.1769999265670776,16,0.0,0.0,1176450050,,,,0,0.0,1,-37.58,20.9,-7861.53955078125,6.016160488128662,,,Q,338305107288953,G,G28
729,1713027091417,332309412000000,18,0.0,-1396730000005344486,-0.147165298461914,19.901261111954227,-121.63428779204918,10.591844033583282,6,32,0.0,81935,579109345807447,9,31.0,241.5102386474609,0.8323560953140259,16,0.0,0.0,1176450050,,,,0,0.0,1,-37.58,26.0,-7861.53955078125,6.016160488128662,,,Q,338305107288953,G,G32
746,1713027092417,332310412000000,18,0.0,-1396730000005344610,-0.691070556640625,19.17079498525709,-124.9762146274775,9.08737063710159,6,02,0.0,16399,579110340819587,8,46.0,-501.0005493164063,0.04820025712251663,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.3,41.0,0.0,0.0,,,C,338306118531766,G,G02
747,1713027092417,332310412000000,18,0.0,-1396730000005344610,-0.691070556640625,19.17079498525709,-124.9762146274775,9.08737063710159,6,03,0.0,16399,579110337114887,9,45.4,-499.6053771972656,0.023309193551540375,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.3,40.4,0.0,0.0,,,C,338306118531766,G,G03
748,1713027092417,332310412000000,18,0.0,-1396730000005344610,-0.691070556640625,19.17079498525709,-124.9762146274775,9.08737063710159,6,08,0.0,16399,579110346840931,6,49.7,171.771728515625,0.037792082875967026,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.3,44.7,0.0,0.0,,,C,338306118531766,G,G08
749,1713027092417,332310412000000,18,0.0,-1396730000005344610,-0.691070556640625,19.17079498525709,-124.9762146274775,9.08737063710159,6,10,0.0,16399,579110341311864,31,33.9,359.8833923339844,0.6420000195503235,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.3,28.9,0.0,0.0,,,C,338306118531766,G,G10
750,1713027092417,332310412000000,18,0.0,-1396730000005344610,-0.691070556640625,19.17079498525709,-124.9762146274775,9.08737063710159,6,21,0.0,16399,579110344949768,9,45.4,-343.63336181640625,0.042809195816516876,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.3,40.4,0.0,0.0,,,C,338306118531766,G,G21
751,1713027092417,332310412000000,18,0.0,-1396730000005344610,-0.691070556640625,19.17079498525709,-124.9762146274775,9.08737063710159,6,27,0.0,16399,579110343458307,9,45.1,539.0724487304688,0.04430919513106346,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.3,40.1,0.0,0.0,,,C,338306118531766,G,G27
752,1713027092417,332310412000000,18,0.0,-1396730000005344610,-0.691070556640625,19.17079498525709,-124.9762146274775,9.08737063710159,6,28,0.0,16399,579110337708430,17,38.1,-505.6785278320313,0.03379437327384949,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.3,33.1,0.0,0.0,,,C,338306118531766,G,G28
753,1713027092417,332310412000000,18,0.0,-1396730000005344610,-0.691070556640625,19.17079498525709,-124.9762146274775,9.08737063710159,6,32,0.0,16399,579110345798778,10,44.1,242.4747467041016,0.04189910739660263,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.3,39.1,0.0,0.0,,,C,338306118531766,G,G32
779,1713027092417,332310412000000,18,0.0,-1396730000005344610,-0.691070556640625,19.17079498525709,-124.9762146274775,9.08737063710159,6,03,0.0,81935,579110337122698,6,35.9,-499.5899353027344,0.0950203537940979,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.0,30.9,-7861.54150390625,6.016242027282715,,,Q,338306118531766,G,G03
780,1713027092417,332310412000000,18,0.0,-1396730000005344610,-0.691070556640625,19.17079498525709,-124.9762146274775,9.08737063710159,6,08,0.0,81935,579110346848772,5,37.9,171.77581787109375,0.060045309364795685,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.0,32.9,-7861.54150390625,6.016242027282715,,,Q,338306118531766,G,G08
781,1713027092417,332310412000000,18,0.0,-1396730000005344610,-0.691070556640625,19.17079498525709,-124.9762146274775,9.08737063710159,6,10,0.0,81935,579110341319783,12,28.5,359.7789611816406,0.9329999685287476,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.0,23.5,-7861.54150390625,6.016242027282715,,,Q,338306118531766,G,G10
782,1713027092417,332310412000000,18,0.0,-1396730000005344610,-0.691070556640625,19.17079498525709,-124.9762146274775,9.08737063710159,6,27,0.0,81935,579110343466155,6,36.0,539.102294921875,0.06158473715186119,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.0,31.0,-7861.54150390625,6.016242027282715,,,Q,338306118531766,G,G27
783,1713027092417,332310412000000,18,0.0,-1396730000005344610,-0.691070556640625,19.17079498525709,-124.9762146274775,9.08737063710159,6,32,0.0,81935,579110345806633,10,30.5,242.52532958984372,1.6272157430648804,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.0,25.5,-7861.54150390625,6.016242027282715,,,Q,338306118531766,G,G32
800,1713027093417,332311412000000,18,0.0,-1396730000005344731,-0.3010692596435547,21.216254026512615,-122.1173083095404,12.47683764721147,6,02,0.0,16399,579111340821255,8,46.6,-500.7537536621094,0.04820025712251663,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.67,41.6,0.0,0.0,,,C,338307110475567,G,G02
801,1713027093417,332311412000000,18,0.0,-1396730000005344731,-0.3010692596435547,21.216254026512615,-122.1173083095404,12.47683764721147,6,03,0.0,16399,579111337116547,9,45.0,-499.35162353515625,0.023309193551540375,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.67,40.0,0.0,0.0,,,C,338307110475567,G,G03
802,1713027093417,332311412000000,18,0.0,-1396730000005344731,-0.3010692596435547,21.216254026512615,-122.1173083095404,12.47683764721147,6,08,0.0,16399,579111346840367,6,49.6,172.10052490234375,0.037792082875967026,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.67,44.6,0.0,0.0,,,C,338307110475567,G,G08
803,1713027093417,332311412000000,18,0.0,-1396730000005344731,-0.3010692596435547,21.216254026512615,-122.1173083095404,12.47683764721147,6,21,0.0,16399,579111344950906,10,44.0,-343.354736328125,0.043399106711149216,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.67,39.0,0.0,0.0,,,C,338307110475567,G,G21
804,1713027093417,332311412000000,18,0.0,-1396730000005344731,-0.3010692596435547,21.216254026512615,-122.1173083095404,12.47683764721147,6,27,0.0,16399,579111343456503,9,45.0,539.3671264648438,0.04430919513106346,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.67,40.0,0.0,0.0,,,C,338307110475567,G,G27
805,1713027093417,332311412000000,18,0.0,-1396730000005344731,-0.3010692596435547,21.216254026512615,-122.1173083095404,12.47683764721147,6,28,0.0,16399,579111337710084,21,36.8,-505.42138671875,0.06209104508161545,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.67,31.799999999999997,0.0,0.0,,,C,338307110475567,G,G28
806,1713027093417,332311412000000,18,0.0,-1396730000005344731,-0.3010692596435547,21.216254026512615,-122.1173083095404,12.47683764721147,6,32,0.0,16399,579111345797969,13,41.9,242.8070373535156,0.04439195245504379,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.67,36.9,0.0,0.0,,,C,338307110475567,G,G32
830,1713027093417,332311412000000,18,0.0,-1396730000005344731,-0.3010692596435547,21.216254026512615,-122.1173083095404,12.47683764721147,6,03,0.0,81935,579111337124364,6,35.8,-499.3502197265625,0.0950203537940979,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.11,30.799999999999997,-7861.54150390625,6.016323089599609,,,Q,338307110475567,G,G03
831,1713027093417,332311412000000,18,0.0,-1396730000005344731,-0.3010692596435547,21.216254026512615,-122.1173083095404,12.47683764721147,6,08,0.0,81935,579111346848203,5,37.6,172.1139373779297,0.060045309364795685,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.11,32.6,-7861.54150390625,6.016323089599609,,,Q,338307110475567,G,G08
832,1713027093417,332311412000000,18,0.0,-1396730000005344731,-0.3010692596435547,21.216254026512615,-122.1173083095404,12.47683764721147,6,10,0.0,81935,579111341318570,11,29.2,360.449462890625,0.16635149717330933,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.11,24.2,-7861.54150390625,6.016323089599609,,,Q,338307110475567,G,G10
833,1713027093417,332311412000000,18,0.0,-1396730000005344731,-0.3010692596435547,21.216254026512615,-122.1173083095404,12.47683764721147,6,27,0.0,81935,579111343464351,6,35.8,539.3866577148438,0.07402034848928452,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.11,30.799999999999997,-7861.54150390625,6.016323089599609,,,Q,338307110475567,G,G27
834,1713027093417,332311412000000,18,0.0,-1396730000005344731,-0.3010692596435547,21.216254026512615,-122.1173083095404,12.47683764721147,6,32,0.0,81935,579111345805831,10,30.6,242.8593597412109,0.09824752062559128,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.11,25.6,-7861.54150390625,6.016323089599609,,,Q,338307110475567,G,G32
851,1713027094417,332312412000000,18,0.0,-1396730000005344853,-0.0435562133789062,21.54490357497707,-121.36631065563282,12.536452539551531,6,02,0.0,16399,579112340822927,8,46.2,-500.7961730957031,0.04820025712251663,16,0.0,0.0,1575420030,,,,0,0.0,1,-57.38,41.2,0.0,0.0,,,C,338308108609109,G,G02
852,1713027094417,332312412000000,18,0.0,-1396730000005344853,-0.0435562133789062,21.54490357497707,-121.36631065563282,12.536452539551531,6,03,0.0,16399,579112337118220,10,44.4,-499.3572082519531,0.023899104446172714,16,0.0,0.0,1575420030,,,,0,0.0,1,-57.38,39.4,0.0,0.0,,,C,338308108609109,G,G03
853,1713027094417,332312412000000,18,0.0,-1396730000005344853,-0.0435562133789062,21.54490357497707,-121.36631065563282,12.536452539551531,6,08,0.0,16399,579112346839785,6,48.9,172.16201782226562,0.03830587491393089,16,0.0,0.0,1575420030,,,,0,0.0,1,-57.38,43.9,0.0,0.0,,,C,338308108609109,G,G08
854,1713027094417,332312412000000,18,0.0,-1396730000005344853,-0.0435562133789062,21.54490357497707,-121.36631065563282,12.536452539551531,6,21,0.0,16399,579112344952060,11,43.7,-343.36346435546875,0.04419833794236183,16,0.0,0.0,1575420030,,,,0,0.0,1,-57.38,38.7,0.0,0.0,,,C,338308108609109,G,G21
855,1713027094417,332312412000000,18,0.0,-1396730000005344853,-0.0435562133789062,21.54490357497707,-121.36631065563282,12.536452539551531,6,27,0.0,16399,579112343454698,10,44.3,539.3644409179688,0.0448991060256958,16,0.0,0.0,1575420030,,,,0,0.0,1,-57.38,39.3,0.0,0.0,,,C,338308108609109,G,G27
856,1713027094417,332312412000000,18,0.0,-1396730000005344853,-0.0435562133789062,21.54490357497707,-121.36631065563282,12.536452539551531,6,28,0.0,16399,579112337711795,21,36.8,-505.44622802734375,0.6329720616340637,16,0.0,0.0,1575420030,,,,0,0.0,1,-57.38,31.799999999999997,0.0,0.0,,,C,338308108609109,G,G28
857,1713027094417,332312412000000,18,0.0,-1396730000005344853,-0.0435562133789062,21.54490357497707,-121.36631065563282,12.536452539551531,6,32,0.0,16399,579112345797171,13,41.9,242.85076904296875,0.04439195245504379,16,0.0,0.0,1575420030,,,,0,0.0,1,-57.38,36.9,0.0,0.0,,,C,338308108609109,G,G32
882,1713027094417,332312412000000,18,0.0,-1396730000005344853,-0.0435562133789062,21.54490357497707,-121.36631065563282,12.536452539551531,6,03,0.0,81935,579112337126028,6,35.8,-499.3470153808594,0.0950203537940979,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.76,30.799999999999997,-7861.54052734375,6.0164031982421875,,,Q,338308108609109,G,G03
883,1713027094417,332312412000000,18,0.0,-1396730000005344853,-0.0435562133789062,21.54490357497707,-121.36631065563282,12.536452539551531,6,08,0.0,81935,579112346847627,5,37.5,172.1955108642578,0.060045309364795685,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.76,32.5,-7861.54052734375,6.0164031982421875,,,Q,338308108609109,G,G08
884,1713027094417,332312412000000,18,0.0,-1396730000005344853,-0.0435562133789062,21.54490357497707,-121.36631065563282,12.536452539551531,6,10,0.0,81935,579112341317371,14,27.4,360.0465393066406,1.0130000114440918,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.76,22.4,-7861.54052734375,6.0164031982421875,,,Q,338308108609109,G,G10
885,1713027094417,332312412000000,18,0.0,-1396730000005344853,-0.0435562133789062,21.54490357497707,-121.36631065563282,12.536452539551531,6,27,0.0,81935,579112343462555,6,35.3,539.4036865234375,0.07402034848928452,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.76,30.299999999999997,-7861.54052734375,6.0164031982421875,,,Q,338308108609109,G,G27
886,1713027094417,332312412000000,18,0.0,-1396730000005344853,-0.0435562133789062,21.54490357497707,-121.36631065563282,12.536452539551531,6,28,0.0,81935,579112337719613,23,23.4,-505.8209228515625,2.867000102996826,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.76,18.4,-7861.54052734375,6.0164031982421875,,,Q,338308108609109,G,G28
887,1713027094417,332312412000000,18,0.0,-1396730000005344853,-0.0435562133789062,21.54490357497707,-121.36631065563282,12.536452539551531,6,32,0.0,81935,579112345805012,10,30.3,242.8943328857422,1.6272157430648804,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.76,25.3,-7861.54052734375,6.0164031982421875,,,Q,338308108609109,G,G32
904,1713027095417,332313412000000,18,0.0,-1396730000005344974,-0.428415298461914,18.107293726643547,-121.53403176841078,9.582579597116306,6,02,0.0,16399,579113340824600,8,46.1,-503.1488342285156,0.04820025712251663,16,0.0,0.0,1575420030,,,,0,0.0,1,-57.26,41.1,0.0,0.0,,,C,338309110441557,G,G02
905,1713027095417,332313412000000,18,0.0,-1396730000005344974,-0.428415298461914,18.107293726643547,-121.53403176841078,9.582579597116306,6,03,0.0,16399,579113337119881,10,44.4,-501.7610473632813,0.023899104446172714,16,0.0,0.0,1575420030,,,,0,0.0,1,-57.26,39.4,0.0,0.0,,,C,338309110441557,G,G03
906,1713027095417,332313412000000,18,0.0,-1396730000005344974,-0.428415298461914,18.107293726643547,-121.53403176841078,9.582579597116306,6,08,0.0,16399,579113346839217,6,48.9,169.8882598876953,0.03830587491393089,16,0.0,0.0,1575420030,,,,0,0.0,1,-57.26,43.9,0.0,0.0,,,C,338309110441557,G,G08
907,1713027095417,332313412000000,18,0.0,-1396730000005344974,-0.428415298461914,18.107293726643547,-121.53403176841078,9.582579597116306,6,21,0.0,16399,579113344953189,11,43.3,-345.72955322265625,0.04419833794236183,16,0.0,0.0,1575420030,,,,0,0.0,1,-57.26,38.3,0.0,0.0,,,C,338309110441557,G,G21
908,1713027095417,332313412000000,18,0.0,-1396730000005344974,-0.428415298461914,18.107293726643547,-121.53403176841078,9.582579597116306,6,27,0.0,16399,579113343452906,11,43.9,537.041748046875,0.04569833725690842,16,0.0,0.0,1575420030,,,,0,0.0,1,-57.26,38.9,0.0,0.0,,,C,338309110441557,G,G27
909,1713027095417,332313412000000,18,0.0,-1396730000005344974,-0.428415298461914,18.107293726643547,-121.53403176841078,9.582579597116306,6,28,0.0,16399,579113337713507,24,35.2,-507.8642578125,5.231932163238525,16,0.0,0.0,1575420030,,,,0,0.0,1,-57.26,30.200000000000003,0.0,0.0,,,C,338309110441557,G,G28
910,1713027095417,332313412000000,18,0.0,-1396730000005344974,-0.428415298461914,18.107293726643547,-121.53403176841078,9.582579597116306,6,32,0.0,16399,579113345796378,14,40.3,240.554443359375,0.04549565538764,16,0.0,0.0,1575420030,,,,0,0.0,1,-57.26,35.3,0.0,0.0,,,C,338309110441557,G,G32
934,1713027095417,332313412000000,18,0.0,-1396730000005344974,-0.428415298461914,18.107293726643547,-121.53403176841078,9.582579597116306,6,03,0.0,81935,579113337127695,7,34.6,-501.96099853515625,0.11550851911306381,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.66,29.6,-7861.53955078125,6.01648473739624,,,Q,338309110441557,G,G03
935,1713027095417,332313412000000,18,0.0,-1396730000005344974,-0.428415298461914,18.107293726643547,-121.53403176841078,9.582579597116306,6,08,0.0,81935,579113346847056,6,36.5,169.64108276367188,0.8305688500404358,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.66,31.5,-7861.53955078125,6.01648473739624,,,Q,338309110441557,G,G08
936,1713027095417,332313412000000,18,0.0,-1396730000005344974,-0.428415298461914,18.107293726643547,-121.53403176841078,9.582579597116306,6,10,0.0,81935,579113341316168,14,27.2,357.1287841796875,1.0130000114440918,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.66,22.2,-7861.53955078125,6.01648473739624,,,Q,338309110441557,G,G10
937,1713027095417,332313412000000,18,0.0,-1396730000005344974,-0.428415298461914,18.107293726643547,-121.53403176841078,9.582579597116306,6,27,0.0,81935,579113343460761,6,35.2,536.7843627929688,0.07402034848928452,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.66,30.200000000000003,-7861.53955078125,6.01648473739624,,,Q,338309110441557,G,G27
938,1713027095417,332313412000000,18,0.0,-1396730000005344974,-0.428415298461914,18.107293726643547,-121.53403176841078,9.582579597116306,6,32,0.0,81935,579113345804205,11,29.9,240.01702880859372,5.523740291595459,16,0.0,0.0,1176450050,,,,0,0.0,1,-38.66,24.9,-7861.53955078125,6.01648473739624,,,Q,338309110441557,G,G32
